title,tags,perks,country,location,company,company_size,company_type,description,experience_level,industry,job_type,link,posted,moeda_original,role,salary_min,salary_max,salary_mean,id
Salesforce Developer,"java, sql, html, javascript, ajax",Visa sponsor,Holanda,Amsterdam,"Gen25
        ",200,Public,"
We're seeking a Salesforce Developer who will develop applications and work on existing systems with us. We will give you a great challenge and you will take care of a functional solution taking into account that the code that you write is of high quality, expandable and above all maintainable. Are you familiar with the implementation and integration of the Salesforce.com environment? If so, we are looking for you!
Your tasks
- Develop and implement Salesforce applications- Monitoring, testing and maintenance of existing Salesforce applications- Conversion of clients' requirements into concrete Salesforce applications
Your background
- You have a college/university work mentality- Experience with SQL, Java and with unit testing of the code- Knowledge of the Scrum methodology- Acquainted with SaaS - Familiar with HTML, Javascript and Ajax is a plus- A Salesforce Certification is a plus- Fluent in written and spoken English ","Junior, Mid-Level, Senior","Cloud-Based Solutions, Information Technology, Technology Consulting",Full-time,/jobs/138304/salesforce-developer-gen25,2019-01-07 07:51:30.650698,-,Backend Developer,0,0,0.0,285
Embedded 32-bit Microcontroller Firmware Developer (f/m),"embedded, c, microcontroller, stm32, can",Paid relocation,Alemanha,Fulda,"PROEMION
        ",200,Private,"
Join a well-established (30+ years) telematics company to deliver a new generation of our data processing pipeline and analytics tools.
Proemion is at the forefront of the IoT/Telematics revolution and is looking for an Embedded Software Engineer (f/m) 32-bit Microcontroller Firmware Development at the earliest possible date for our headquarters in Fulda (relocation support offered).
Your Role

Build robust microcontroller-based software that will be used in a variety of embedded applications including mobile and stationary industrial machinery
Assurance of technical standards and documentation compliance
Product development in a creative, agile environment in close cooperation with our Software Architect

Your Skills

You are an expert developer with a minimum of five years intensive programming experience in C (design and programming)
You love challenges and take responsibility for development and process quality
Experience in designing and developing Embedded Systems based on 32-bit microcontrollers (strongly desired)
Experience with git, CAN and development on STM32 microcontrollers (desired)
Initiative, creativity, analytical skills, team spirit and the ability to work independently

And what do our employees need in addition to this experience and the important view out of the box? Boundless passion for what they do. Every day. For daily innovation. For the expansion of customer relationships and for the daily recurring, exciting task of providing our customers with the help of telematics solutions a convincing added value. ","Mid-Level, Senior","Cloud Services, Information Technology, Telematics",Full-time,/jobs/227324/embedded-32-bit-microcontroller-firmware-proemion,2019-01-07 07:51:30.679781,-,Embedded Developer,0,0,0.0,286
Full Stack Java Developer (w/m),"java, continuous-integration, deployment, agile",Paid relocation,Alemanha,Aschaffenburg,"KION Group IT
        ",1000,Private,"
Wir bieten:

Spannende Aufgaben und ein kollegiales Miteinander
Umfassende Einarbeitung in Ihren Aufgabenbereich
Attraktive Vergütung sowie zusätzliche soziale Leistungen
Ein börsennotiertes Unternehmen (M-Dax) mit erstklassigem weiteren Wachstumspotential

Ihre Aufgaben:

Als Full Stack Java Developer (w/m) entwickeln Sie in einem unserer zentralen Teams innovative Software Lösungen für die KION Group
Sie nutzen agile Methoden und moderne Technologien vom Design bis zur Umsetzung funktionsübergreifender Lösungen für die interne und externe Nutzung
Sie fungieren als interner Experte für den Einsatz innovativer Technologien im Gesamtkonzern
Sie beraten unsere internen Kunden bei der gemeinsamen Konzeption und Umsetzung von individuellen Lösungen zur Unterstützung ihrer Geschäftsprozesse
Sie setzen mit Ihrem Team Standards für die Entwicklung von Individualsoftware innerhalb der KION Group und beraten andere Entwicklungsteams bei der Umsetzung
Sie unterstützen den Betrieb der von Ihrem Team entwickelten Produkte

Ihr Profil:

Sie verfügen über eine abgeschlossene Ausbildung oder Studium im IT-Umfeld mit mehrjähriger Berufserfahrung im Bereich der Software-Entwicklung
Sie haben Erfahrung im Bereich testgetriebener Entwicklung sowie Continuous Integration und Deployment-Prozessen
Sie verfügen über Praxiserfahrungen in agilen Vorgehensweisen
Sie bringen eine hohe Bereitschaft zur kontinuierlichen persönlichen Weiterentwicklung mit
Sie zeichnen sich durch eine strukturierte und service-orientierte Arbeitsweise aus
Sie kommunizieren im internationalen Umfeld in Deutsch und Englisch sicher
 ","Junior, Mid-Level, Senior","IT Supplier, Material Handling Solutions, Software Development / Engineering",Full-time,/jobs/207633/full-stack-java-developer-w-m-kion-group-it,2019-01-07 07:51:30.711680,-,Full Stack Developer,0,0,0.0,287
Développeur WEB (Gestion Administrative du Patient),"javascript, web, html5, sql, oracle",,França,Artigues-près-Bordeaux,"AGFA Healthcare
        ",5000,Private,"
Et pourquoi pas nous rejoindre chez Agfa Healthcare ? Nous recherchons  des Développeurs passionnés pour participer au développement du Système d’Information de Santé.
 ous souhaitez mettre vos compétences au service du développement d’applications Web dans les domaines de la Gestion Hospitalière : Gestion Administrative du Patient, Echanges inter applications et modules logiciels extérieurs.
Vous avez développé une expertise Ergonomie des solutions : Ergonomie des solutions, JavaScript,  normes Web, contrôle des composants (WS) pour l’ensemble du domaine GAP Web.
Poste : Au sein du département Recherche & Développement vous apportez votre expertise & vos idées à la conception de notre solution Hexagone ; et rejoignez une équipe passionnée par notre mission de faciliter la vie des personnels de santé pour mieux servir les patients.
 Vos Missions principales sont :

Participer aux phases d’étude des projets de développement logiciel.
Rédiger les spécifications techniques et fonctionnelles détaillées
Conceptualiser les modèles de données associées.
Implémenter les fonctionnalités
Réaliser les tests unitaires
Participer à la rédaction de la documentation utilisateur.
Participer à la formation et au support des sites pilotes.
Assurer le transfert des compétences fonctionnelles et de paramétrage auprès des équipes Services (consultants, techniciens support,…)

Formation initiale : Formation en informatique, de niveau Bac+3 minimum
Expérience : 2 à 3 ans d’expérience souhaitée.
Compétences techniques nécessaires:
. Très bonne maitrise – Javascript (Node.js, BOOTSTRAP, ANGULARJS, …autres)
. Développeur Web aguerri.
. HTML5/CSS3 – XML / XSL - (FrameWork Materialize)
. Maitrise d’Oracle (SQL – PL/SQL)
. Uniface Web V9.7 pour les serveurs d’applications (Formation assurée par AGFA Healthacare)
. Coopération et travail en équipe
. Analyse des problèmes et jugement
. Changement et innovation 
. Planning et exécution
Compétences spécifiques souhaitées :
. Méthode Agile SCRUM
. Connaissance d’outils et procédure de tests ","Junior, Mid-Level","Digital Health, Healthcare, Medical Software",Full-time,/jobs/165685/d%C3%A9veloppeur-web-gestion-administrative-du-agfa-healthcare,2019-01-07 07:51:30.741690,-,Full Stack Developer,0,0,0.0,288
Développeur Frontend Angular,"angularjs, java-ee, java-8, gwt, wildfly-10",,França,Artigues-près-Bordeaux,"AGFA Healthcare
        ",5000,Private,"
Sous la responsabilité d’un Team Lead, vous participez au développement de nouveaux modules ou fonctionnalités de notre solution ORBIS (Système d’Information Clinique). Nous recherchons des développeurs passionnés par les technologies récentes (JEE, AngularJS, GWT, Wildfly10 , REST,...) pour participer au développement du Système d’Information de Santé.
Si vous souhaitez mettre vos compétences au service de la prise en charge des patients dans les hôpitaux et ainsi contribuer à l'efficacité et à la sécurité des soins dispensés, alors rejoignez-nous en intégrant une de nos équipes aux méthodes Agiles.
Poste : Au sein du département Recherche & Développement vous apportez votre expertise & vos idées dans la conception de notre solution Internationale 'Dossier Médical Patient'. Vos Missions principales sont :　

Participer aux phases d’étude des projets de développement logiciel.　
Rédiger les spécifications techniques et fonctionnelles détaillées　
Conceptualiser les modèles de données associées.　
Implémenter les fonctionnalités 　
Réaliser les tests unitaires 　
Participer à la rédaction de la documentation utilisateur.　
Participer à la formation et au support des sites pilotes.　
 ","Junior, Mid-Level","Digital Health, Healthcare, Medical Software",Full-time,/jobs/200511/d%C3%A9veloppeur-frontend-angular-agfa-healthcare,2019-01-07 07:51:30.771377,-,Frontend Developer,0,0,0.0,289
Développeur ANGULAR avec une mission dans la Santé,"java, java-ee, linux, html5, angular",,França,Saint-André-lez-Lille,"AGFA Healthcare
        ",5000,Private,"
AGFA Healthcare recherche des Développeurs passionnés par les nouvelles technologies pour participer au développement du Système d’Information de Santé.
Si vous souhaitez mettre vos compétences au service de la prise en charge des patients dans les hôpitaux et ainsi contribuer à l'efficacité et à la sécurité des soins dispensés, alors rejoignez-nous en intégrant l’équipe dynamique d’Inovelan située à SAINT ANDRE LEZ LILLE (59).
Votre mission : Vous apportez votre expertise et vos idées à la conception de nos solutions permettant de partager des données de santé de manière sécurisée, à développer des solutions innovantes permettant de faciliter le parcours des patients.
Vtore profil : Débutants ou expérimentés vous justifiez obligatoirement de connaissances en JAVA. Une expérience de développement sur Android serait fortement appréciée, comme la connaissance des environnements linux/open source.
Maîtrise :

Langage de programmation Java et de la plateforme J2EE
Frameworks Spring et Hibernate
Développement HTML5/CSS3/Javascript
Environnement Linux
Anglais technique

Connaissances :

C/C++
Maven
Git
Postfix/Dovecot/Apache/Bind/Tomcat
Android
 ","Mid-Level, Senior","Digital Health, Healthcare, Medical Software",Full-time,/jobs/174212/d%C3%A9veloppeur-angular-avec-une-mission-dans-la-sant%C3%A9-agfa-healthcare,2019-01-07 07:51:30.799738,-,Full Stack Developer,0,0,0.0,290
Senior Software Architect - Java,"java, mongodb, elasticsearch, cassandra, mysql","Visa sponsor, Paid relocation",Alemanha,Berlin,"Webtrekk GmbH
        ",200,VC Funded,"
Your responsibilities:
In this position, you will strengthen one of our agile development teams and design and develop a high-performance delivery platform supporting several products to handle a huge number of requests:

Get involved in all phases of the product lifecycle: requirements analysis, design process, implementation, testing and deployment
You will develop new and optimise existing components always with an eye on scalability, performance and maintenance.
Create proof of concepts and MVP’s
Lead your teams technical vision

The assets you bring to the team:

At least 3 years of hands-on experience with developing in Java
Strong grasp of NoSQL systems (MongoDB, ElasticSearch, Cassandra) as well as experience in working with relational databases (MariaDB, MySQL, EXASOL)
Experience with distributed systems based on RESTful services
Profound knowledge in designing of high-performance and availability software systems
Experience with asynchronous systems including message queueing (e.g. Kafka)
Practical experience with tools for build and deployment automation (like Maven, Jenkins, Ansible, Docker)
Ability to learn and apply new technical skills and concepts quickly
Team spirit and enjoyment for agile procedures,
Creativity and the word to convince people doing the right things first
Very good level of English, German is a plus

We offer you: 

Prospect: We are a continuously growing team with experts in the most future-oriented fields of customer intelligence. We are dealing with real big data scenarios and data from various business models and industries. Apart from interesting tasks we offer you considerable freedom for your ideas and perspectives for the development of your professional and management skills.
Team oriented atmosphere: Our culture embraces integrity, team work and innovation. Our employees value the friendly atmosphere that is the most powerful driver within our company.
Goodies: Individual trainings, company tickets, team events, table soccer, fresh fruits and a sunny roof terrace.
TechCulture: Work with experienced developers who share the ambition for well-written and clean code. Choose your hardware, OS and IDE. Bring in your own ideas, work with open source and have fun at product demos, hackathons and meetups.
 ","Mid-Level, Senior","Marketing Software, Software Development",Full-time,/jobs/227323/senior-software-architect-java-webtrekk-gmbh,2019-01-07 07:51:30.829448,-,Backend Developer,0,0,0.0,291
"Tech Lead - javascript, node.js","reactjs, aws, node.js, javascript",On-site and limited remote,Reino Unido,London,"The Economist
        ",5000,Private,"
Our digital solutions team provides services to The Economist Group businesses and is also responsible for the flagship products including Economist.com and The Economist digital apps.
We are recruiting a Tech Lead reporting to the Head of Technology who will lead the engineering standards for the eCommerce platform by balancing the business and architectural goals with engineering best practices.Working with a great host of innovative tech and other passionate developers, this is a key position within the Digital team.
How you will contribute:

Take leadership and responsibility for the ability of the team to effectively establish and implement expected product behaviour. Proactively plans and reacts to the company goals. Works with the Product Manager, Director of Commerce Technology and CTO to influence, contribute to and validate the roadmap.
Create, design, and implementation stories and strategies for the engineering team
Develop and implement engineering best practices that align with overall technology goals including governance and execution of code reviews to ensure code quality
Recommend, research, and test hardware and software improvements and new technologies for the Platform
Encourage motivate and show the way. Fosters the environment where people can achieve their potential. Lead the collaboration and coordination of distributed engineering teams.
Equip the product owner with enough technical information and advice to deliver the product.
Have enough insight into the next cycle with the ability to suggest the best way to implement the solution and deliver the product. Should also be market aware, keeping up to date with competitors
Working with product owner to schedule and identify correct timing and priority to address technical debt
Communicate teams failings and winnings to the company stakeholders
Document technical designs, training resources, and key engineering decisions. Ensures acceptance criteria is defined and adhered to. Accountable for output of team.
Accept responsibility for the teams ability to perform a successful release. Provides team context and knowledge of external systems which may be relevant to a release
Participate as a member of the technology strategy team with a focus on system maintainability and scalability
Lead the analysis of difficult system problems and, in collaboration with team members, recommend solutions
Responsible for change management and identifying resource and training needs for the Content Platform
Ensure engineering teams follow accepted protocol around system security

The ideal skills for this role are:

Programming experience of Javascript, PHP, Java and Node.js
GoLang and client side frameworks such as React.js a plus
Testing strategies: Unit, functional, regression etc (BDD desirable)
Cloud implementation best practices
Working knowledge of any of the following a benefit : Salesforce including SFMC, Zuora, Mulesoft and EZ Publish
SOA, Microservices and the relation to DevOps : Containers, deployment and resilience strategies, working knowledge of the AWS cloud suite ideal
A background in software engineering practices including areas such as: Codeline management, feature toggling vs branching, CI/CD, automated testing and reporting
Curious and well read on emerging practices and trends, you will be expected to bring modern solutions to the table
Reasonable knowledge of security by design techniques desirable
Quickly absorb, assess situations, make decisions and drive resolutions in-flight with little fuss
Rapidly switch ‘track’ and plans as the business strategy evolves, providing change management and course correction
 ",Lead,"Magazine-Publishing, Newspapers",Full-time,/jobs/199714/tech-lead-javascript-nodejs-the-economist,2019-01-07 07:51:30.858711,-,"Full Stack Developer, Backend Developer",0,0,0.0,292
Java Software Engineer,"java, automation",,Romênia,București,"Electronic Arts Romania
        ",1000,Private,"
Java Software Engineer  We are EA! And we make games – how cool is that? In fact, we entertain millions of people across the globe with the most amazing and immersive interactive software in the industry. But making games is hard work. That’s why we employ the most creative, passionate people in the industry.  What a Software Engineer does at EA:Our test engineers write either C++ or Java code while automating tests plans they have written according to requirements and technical designs.We are responsible to ensure highest quality of our services and products and we do that through developing our own test automation frameworks such as Arson and Locust, as well as through adoption and modification of open source tools such as REST-Assured and Appium. To ensure ultimate experience for our players, we are constantly evaluating new technologies and adopting them in our architectures. At the same time, we are modifying our testing frameworks and testing processes to ensure testability and supportability of these architectures.  Requirements:
• Strong knowledge of Object-Oriented Programming
• 2+ years of experience in software development in Java
• 1+ years of experience working with APIs/SDKs
• Experience working with automation tools and/or frameworks such as NUnit and JUnit• 2+ years of experience with version control tools such as Perforce
• Familiarity with Linux, DBs and Client/Server technology
• Excellent debugging and optimization skills working in a multi-threaded environment
• Fluency in English  Nice to have:
• Experience working with Standard Template Libraries
• Experience with mobile development 
• Experience working with RESTful interface We Thought You Might Also Want to Know:• Where we are located? Afi Park 2, Vasile Milea no 4F
• More about the events and work environment here:  https://www.flipsnack.com/yo0216/ea-romania-2017.html Don’t Just Play It – Create It! ","Junior, Mid-Level, Senior","Entertainment, PC Games, Software Development",Full-time,/jobs/173460/java-software-engineer-electronic-arts-romania,2019-01-07 07:51:30.892226,-,Backend Developer,0,0,0.0,293
"Software Developer - Mobile Application Devices, Iasi Romania","android, scrum, java",,Romênia,Iași,"CRF Bracket
        ",5000,Private,"
Software Developer (Mobile Application Development) - Iasi, Romania
Mobile Application Device Team - Software Developer, Iasi, Romania
Android SDK, Java, RxJava, Bluetooth & BLE devices, Samsung Knox
Our offices in Iasi are growing, we have total seating capacity of 204 people and currently have 149 employees (30 September 2018) in the Iasi offices, of which 40 will be working in the R&D function
With Software Development undertaken in Iasi and Helsinki, we are looking to complete the recruitment for the team working on a maintenance project for Mobile Application Devices.
Join the ""TrialMax Touch"" software development project and be part of the Android team that plans, develops and maintains complex features involving Bluetooth and BLE device connectivity, data handling (security and integrity), device interaction for clinical studies and many more. This eCOA (electronic Clinical Outcome Assessment) solution has been shortlisted for a Clinical & Research Excellence (CARE) Award in the ""Best Patient-Focused Technological Development"" category.
We need two Android Software Developers to complement the SCRUM team. A typical SCRUM team comprises of 1 x Product Owner, 5 x Software Developers and 2 x Test Engineers.
For us, we need a Software Designer has a real breadth and depth to their experience. Typically you will have worked for a number of years in Software Development, be real experts in the tools we use, open to new ideas and new technologies, produce excellent code which you will have tested before passing it on to the Test Engineers to really put it through its paces, an experienced Agile, SCRUM Master with proven experience of mentoring and coaching team colleagues.
Our interview process includes: Face to face meeting with the Team Manager and one of our Iasi based Senior Software Designers, a skype interview with our Android specialists in the Helsinki office, seeing an example of your code and our ""behavioural based"" interviewing to ensure that our culture and your style match each other. ","Mid-Level, Senior","Clinical Trials, Pharmaceuticals, Software Development",Full-time,/jobs/204749/software-developer-mobile-application-devices-crf-bracket,2019-01-07 07:51:30.924472,€,Mobile Developer,7,13,10.0,294
PHP Developer,"php, mysql, javascript, jquery, mvc",Paid relocation,Italy,Pisa,"Sostariffe.it
        ",200,Private,"
SosTariffe.it is a web company with a mission: to revolutionize the way people choose the preferred rate for their utilities.
We can do this thanks to our web site, where users can have a view of the different rates of various utility vendors, can compare them and choose the best one for their needs.
The creators of this platform are our Devs.
The goal is huge, so we are looking for new developers to join our tech team, to support our growth and help us in doing our mission at the best, knowing that we are developing a product used every month by millions of users. We have different projects to work on, all of them fundamental for the company activities.
Skills and Requirements
The ideal candidate should have:

At least 3-year professional experience in programming, both client and server side;
High skills in software design and development (web based);
High knowledge of PHP, MySQL and MVC pattern;
Good knowledge of JavaScript and jQuery;
Take ownership over projects timelines and deliverable.

We are looking for an ambitious, curious and innovative person, with problem solving skills and critical sensibility, willing to enter a challenging environment, full of opportunities and chance of growth.
What we offer

Permanent contract;
Competitive salary;
Ticket restaurant;
Flexible working schedule;
Water, coffee and fruit free of charge;
Yearly team building activities;
Relax area with table tennis and football;
A smart and stimulating workplace;
The chance to work on high impact projects;
Passionate colleagues to share with knowledge and technical solutions.

No remote work. ","Mid-Level, Senior","Software Development, Web Technology",Full-time,/jobs/207626/php-developer-sostariffeit,2019-01-07 07:51:30.953399,-,Full Stack Developer,0,0,0.0,295
Financial Software Developer - Models,"c++, c, qt",,Suécia,Stockholm,"FIS Global
        ",+10000,Private,"
Position Responsibilities\Requirements:
 FIS Front Arena is a leading global provider of financial software. We build systems for financial trading, risk management and position control. Our systems enable banks, hedge funds and other financial institutions to make critical decisions with confidence, execute their orders and follow up their positions. Independent of what asset class being traded: whether it is stock, commodities, rates or currencies; or whether it’s done through an exchange or over the counter, we’ve got it covered. But that’s just parts of it. We support the whole process from sell-side to buy-side, front-to-back.    As a developer in our Models team you will be challenged with a wide range of tasks, ranging from design, development and maintenance of our solution in PRIME, one of the client applications for financial trading in Front Arena. The Models team solves problems related to pricing and modelling of financial instruments and derivatives in all asset classes. This is typically implemented using C/C++ or our own Arena Data Flow Language.   We will offer you financial challenges, where understanding customer requirements and solving problems is a key part, in combination with creating advanced technical solutions. You will be part of a team with skilled and motivated developers that take full responsibility for its solution which includes both working on continuous improvements as well as innovations. We believe that the best solutions are built if you can be proud of what you produce! By working closely together with the Product Owner in your SCRUM team you will get a deep understanding of market needs.     We are seeking motivated individuals interested in financial mathematics, with excellent problem-solving and analytical skills:
• M Sc. in Engineering Physics, Industrial Engineering and Management, Computer Science or similar degree.• 0-5 years of experience in system development. • Experience in an object oriented language. Knowledge in C/C++ is a plus. • Knowledge in financial mathematics. Strong interest in finance and mathematics.  • Aspiring to develop a successful career in software development with a leading financial technology company!     In addition to this we believe that you: • Like to take initiatives and influence the direction of your own development  • Have strong analytical thinking with an attitude that problems are to be solved  • Are communicative and strongly like to work in a team and share knowledge with others  • Are not afraid of challenging your colleagues in their mindset • Have interest/experience in agile methodologies and software test automation  But most of all we expect you to have a genuine interest in solving financial related problems and working with software development! We are passionate about our work, but we also know that life balance is important and that a fun workplace breeds creativity and innovation.

FIS™ is the world's largest global provider dedicated to financial technology solutions. FIS empowers the financial world with software, services, consulting and outsourcing solutions focused on retail and institutional banking, payments, asset and wealth management, risk and compliance, trade enablement, transaction processing and record-keeping. FIS’ more than 53,000 worldwide employees are passionate about moving our clients’ business forward. Headquartered in Jacksonville, Florida, FIS serves more than 20,000 clients in over 130 countries, and our technology powers billions of transactions annually that move over $9 trillion around the globe. FIS is a Fortune 500 company and is a member of Standard & Poor’s 500® Index.
FIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the FIS Online Privacy Notice.

 FIS is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, marital status, genetic information, national origin, disability, veteran status, and other protected characteristics. The EEO is the Law poster is available here and hereFor positions located in the US, the conditions below apply. If you are made a conditional offer of employment, you will be required to undergo a drug test and background check (including criminal record check) ADA Disclaimer: In developing this job description care was taken to include all competencies needed to successfully perform in this position. However, for Americans with Disabilities Act (ADA) purposes, the essential functions of the job may or may not have been described for purposes of ADA reasonable accommodation. All reasonable accommodation requests will be reviewed and evaluated on a case-by-case basis.
 As part of the selection process this role may require an assessment to determine suitability Recruitment at FIS works primarily on a direct sourcing model; a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company.  ","Junior, Mid-Level","Computer Software, Financial Technology, Information Technology",Full-time,/jobs/193695/financial-software-developer-models-fis-global,2019-01-07 07:51:30.980780,SEK,,19,33,26.0,296
Field Applications Engineer - Aerospace & Defense,"embedded, c, project-management",,"Arizona, EUA",Phoenix,"Wind River
        ",-,,"
SENIOR ACCOUNT MANAGER – Aerospace & DefenseLocations:  Dallas, TX, Chandler, AZ or Denver, CO  Please apply if you meet the requirements of this position and if you are an American citizen.     Working with the leading provider of integrated embedded software solutions, you will manage all technical needs of some of the major companies in the Aerospace & Defense industry. You will work closely with a Wind River Account Manager and strive to become the trusted technical advisor of our customers by understanding their business needs and addressing them through Wind River’s products, services and expertise.  You must have embedded software engineering experience, be capable of understanding the customer’s problems, and be able to white board and present technical solutions using our product offerings and services. You should also know and have lived through commercial software Project Development Lifecycles and have a good understanding of project management. Some amount of travel will be required.  Responsibilities: ·         Manage all technical needs of account utilizing all available resources ·         Utilize available resources to effectively manage customer product life-cycle needs ·         Serve as a single technical point of contact and trusted technical advisor ·         Support trade shows and seminars. ·         Develop territory and regional (multi-site) account plans and execute successfully ·         Listen to customer’s needs, architect solutions and present value proposition ·         Provide consistent market feedback to Wind River Requirements: The ideal candidate should have 5-15 years of embedded software development or solutions architecting experience in the following areas: Real time system architecture and RTOS (e.g. VxWorks, Embedded Linux, etc.) Familiarity with safety and security standards (e.g. DO-178B, IEC61508, MILS) Knowledge of common communication protocols used in aerospace systems (e.g. CAN, SPI, I2C, 1552, RS-429, etc.) Familiarity with scripting languages (e.g. Perl, Python, Bash, etc.) Familiarity with networking fundamentals & network security Extensive experience programming in C/C++ Technical Sales and Project Management experience is preferred Experience with Multi-core and virtualization is preferred Good time management and ability to manage multiple projects Demonstrated self-starter and able to work independently in a fast paced environment Demonstrated project planning and project management skills Excellent presentation and public speaking skills 5+ years experience the Aerospace and Defense market vertical BSCS or BSEE is required ",,,Full-time,/jobs/227321/field-applications-engineer-aerospace-defense-wind-river,2019-01-07 07:51:31.010903,-,Embedded Developer,0,0,0.0,297
Linux Kernel Developer (f/m),"linux, embedded, c, kernel","Visa sponsor, Paid relocation",Alemanha,München,"ESR Labs AG
        ",200,Public,"
Linux Kernel Developer (f/m)
About ESR Labs
We are an embedded automotive software company. In other words, we develop innovative embedded software for high-tech cars. Within only six years, we have achieved the status of a Tier 1 software supplier providing us with the opportunity to work directly with some of the most respected and distinguished premium car manufacturers and suppliers in the market. Our work is already part of millions of vehicles and enables those vehicles to take advantages of what has become stat of the art in consumer electronics: internet connectivity, artificial intelligence, autonomy, cloud computing, and over-the-air feature updates.
 Job description
As Linux Kernel Developer, you are involved in very demanding projects especially in the field of Car Sharing, Connected Car (Connected Gateway) or Connectivity. You adapt the Linux Kernel and various bootloaders e.g. U-Boot. Under safety-critical points you correct safety gaps. Therefore, you keep yourself up to date about safety-relevant topics. 
 Contact
Your application will be processed by the Job Ambition GmbH, our strategic recruiting partner. If you have questions, feel free to contact Ms. Anastasia Zascerinskij by phone: + 49 (0) 711 400 538 81.
https://esrlabs.softgarden.io/job/978269?l=en
 Qualifications
Required qualifications:

Initial working experience in Linux Kernel Development gained as intern or working student
Excellent development experience in C
Good understanding of architectures
Willingness and interest to deal with operating systems especially Linux
Fluent English language skills

 Desired qualifications:

Completed degree in Information Technology or comparable education
Good software development experience in C++ and/or Java, also possible as contributor in private (open source) projects
Know-how in network protocols like TCP/IP, CAN or Ethernet
Good knowledge in ARM processors and low level programming
Enthusiasm and interest in modern programming languages
Good German language skills

 What we offer 

Great work environment with co-workers you can rely on and who demonstrate strong performance
Opportunity to make an impact by delivering fantastic work in essential projects
A chance to create useful technology by minimizing complexity
Employee freedom through flexible work-hour models, little hierarchy, and a collaborative work environment
Experimentation and learning through our regular hackathons, programming challenges and hands-on workshops
Choose your hardware/ software set up
A daily supply of fresh fruit, coffee and water
 ",,"Automotive, Software Development, Embedded",Full-time,/jobs/207621/linux-kernel-developer-f-m-esr-labs-ag,2019-01-07 07:51:31.035511,-,Embedded Developer,0,0,0.0,298
